"Nombre de módulo","Autor","Sitio web","Última versión"
"Product Code Mandatory","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Unique Product Internal Reference","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Cost Security","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.1.0"
"Product Custom Info","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Dimension","brain-tec AG, ADHOC SA, Camptocamp SA, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Product Dimension Volumetric Weight","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Plantilla de correo electrónico de producto","Odoo S.A.",,"13.0.1.0"
"Fecha de caducidad en productos","Odoo S.A.",,"13.0.1.0"
"Product Form Purchase Link","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Product Form Sale Link","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.0.1"
"Product Image from URL","Cybrosys Techno Solutions, ADHOC SA","https://www.cybrosys.com","13.0.12.0.1.0.0"
"Product List Pricelist Price","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Product Lot Sequence","ForgeFlow S.L., Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Products Management Group","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Product Manufacturer","OpenERP SA, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.2.1.0"
"Márgenes por Productos","Odoo S.A.",,"13.0.1.0"
"Matriz del Producto","Odoo S.A.",,"13.0.1.0"
"Product Medical","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.3.0"
"Product - Many Categories","Akretion,Guewen Baconnier,Camptocamp,Avanzosc,Sharoon Thomas,Sodexis,Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product multi-company","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.2.0.1"
"Product Multi Price","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Order No Name","Vauxoo, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.2.0.0"
"Product Pack","NaN·tic, ADHOC SA, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-pack","13.0.1.0.3"
"Product Packaging Dimension","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Packaging Type","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.4.0"
"Product Packaging Type Pallet","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Packaging Type Required","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.1.1"
"Product Packaging Unit Price Calculator","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.2"
"Product Pricelist Assortment","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.2"
"Product Pricelist Button Box","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Product Pricelist Per Contact","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Pricelist Direct Print","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.3.4.1"
"Product Pricelist Direct Print Company Group","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Pricelist Print Website Sale","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.2.0.0"
"Product Pricelist Revision","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.2.0"
"Supplier info prices in sales pricelists","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.2"
"Product Template Navigation","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Product Quantity Update Force Inventory","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-warehouse","13.0.1.0.0"
"Replenishment Cost","ADHOC SA, Odoo Community Association (OCA)",,"13.0.1.12.0"
"Integration between Replenishment Cost and Manufacture","ADHOC SA, Odoo Community Association (OCA)",,"13.0.1.1.0"
"Use Replenishment Cost on Sale Margin","ADHOC SA, Odoo Community Association (OCA)",,"13.0.1.0.0"
"Product Restricted Type","ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Secondary Unit","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.2.2.0"
"Product Sequence","Zikzakmedia SL,Sodexis,Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.2.0.1"
"Product weekly sales hint","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/sale-reporting","13.0.1.1.1"
"Product State","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Product Stock State"," Akretion, GRAP, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Supplier Info Archive","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Supplierinfo for Customers","AvanzOSC, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.1.0"
"Product Customer code for account invoice","Agile Business Group, ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/account-invoicing","13.0.1.0.0"
"Product Supplierinfo For Customer Picking","Agile Business Group, Odoo Community Association (OCA)","https://github.com/OCA/stock-logistics-workflow","13.0.1.0.1"
"Product Supplierinfo for Customer Sale","Agile Business Group,Vauxoo,Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.0.0"
"Product supplierinfo qty multiplier","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Product Supplierinfo Revision","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Tax Multi Company Default","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.0"
"Product Multi Links (Template)","GRAP, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/e-commerce","13.0.1.3.0"
"Product Template Multi Link With Dates","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/e-commerce","13.0.1.2.0"
"Product Template Tags","ACSONE SA/NV, Odoo Community Association (OCA), Numigi","https://github.com/OCA/product-attribute","13.0.2.1.0"
"Product Template Tags","Camptocamp SA, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product Total Weight From Packaging","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.3.1"
"Product Untraslated","ADHOC SA","www.adhoc.com.ar","13.0.1.1.0"
"Product Untraslated on Website Sale","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Product Uom Updatable","ACSONE SA/NV, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Product UOMS","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Product UOMS Purchase","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Product UOMS Sale","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Product Variant Attribute Name Manager","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.0"
"Taxes on product attribute values","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.0.0"
"Product Variant Configurator","AvanzOSC, Tecnativa, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.1.4"
"Product Variant Configurator glue to Website Sale","Radovan Skolnik,Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.0.0"
"Product Variant Default Code","AvancOSC,Shine IT,Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.1.0"
"Product Multi Links (Variant)","Camptocamp SA, Odoo Community Association (OCA)","https://github.com/OCA/e-commerce","13.0.1.2.0"
"Product Variant Sale Price","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.0.1"
"Product Warranty","Akretion, Vauxoo, Odoo Community Association (OCA)","https://github.com/OCA/rma","13.0.1.0.0"
"Product Weight Calculation","Savoir-faire Linux,Akretion,Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.1"
"Project Types","ADHOC SA,Tecnativa, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.2.0"
"Project Custom Info","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Deadline","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Description","Tecnativa, C2i Change 2 improve, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Duplicate subtask","Forgeflow, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.2"
"Planificación","Odoo S.A.","https://www.odoo.com/page/project-management?utm_source=db&utm_medium=module","13.0.1.0"
"Project HR","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.1.0"
"Project key","Modoolar, Odoo Community Association (OCA)","https://github.com/OCA/project/","13.0.1.0.1"
"Projects List View","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Milestones","Patrick Wilson, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Parent","Therp B.V., Elico Corp, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Parent Task Filter","C2i Change 2 improve, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.1.0"
"Project Purchase Link","AvanzOSC, Odoo Community Association (OCA)","http://github.com/OCA/project.git","13.0.1.0.0"
"Project Risk","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Roles","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Stage Closed","ACSONE SA/NV,Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Add State field to Project Stages","Daniel Reis, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Status","Patrick Wilson, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.2.1.1"
"Project Stock","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.1.0"
"Project Tags","Patrick Wilson, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Add Very High","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/project/","13.0.1.0.0"
"Sequential Code for Tasks","OdooMRP team, AvanzOSC, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Default Stage","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Dependencies","Onestein,Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.1"
"Markdown On Project Tasks","Sunflower IT,Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Material","Daniel Reis,Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.1"
"Project Task Pull Request","SMDrugstore, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Report","Eficent, Odoo Community Association (OCA)","https://github.com/OCA/project-reporting","13.0.1.0.0"
"Project Task Send By Mail","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Task Checklist","IT-Projects LLC, Manaev Rafael","https://twitter.com/OdooFree","13.0.1.1.2"
"Project Task Report with Timesheet","Jarsa, Odoo Community Association (OCA)","https://github.com/OCA/project-reporting","13.0.1.0.0"
"Project Templates","Patrick Wilson, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project timeline","Tecnativa, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.2.0.0"
"Project Timeline - Timesheet","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.0.0"
"Project Timeline Task Dependencies","Onestein, Odoo Community Association (OCA)","https://github.com/oca/project","13.0.1.0.0"
"Parte de horas durante ausencias","Odoo S.A.",,"13.0.1.0"
"Project timesheet time control","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/project","13.0.1.1.1"
"Purchase All Shipments","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase and Invoice Allowed Product","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Analytic","Acsone SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.0"
"Purchase Batch Invoicing","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/OCA/account-invoicing","13.0.1.1.0"
"Purchase Blanket Orders","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Commercial Partner","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Delivery Split Date","Numerigraphe, ForgeFlow, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.5"
"Purchase Deposit","Elico Corp, Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase order lines with discounts","Tiny, Acysos S.L., Tecnativa, ACSONE SA/NV,GRAP,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.5"
"Purchase Exception","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Force Invoiced","Forgeflow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Invoice Plan","Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase invoicing no zero line","Digital5 S.L., Odoo Community Association (OCA)","https://github.com/OCA/account-invoicing","13.0.1.0.0"
"Purchase Isolated RFQ","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.1"
"Purchase landed costs - Alternative option","AvanzOSC,Tecnativa,Joaquín Gutierrez,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.0"
"Purchase Product Last Price Info","OdooMRP team, AvanzOSC, Tecnativa - Pedro M. Baeza, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.2.0.1"
"Purchase Line Procurement Group","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Location by Line","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase - Manual Currency","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.2"
"Purchase Minimum Amount","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Compras y gestión MRP","Odoo S.A.",,"13.0.1.0"
"Purchase Open Qty","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Order Approval Block","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Order Approved","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.0"
"Purchase Order Archive","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order General Discount","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Line Deep Sort","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Line Menu","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Line Packaging Quantity","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.2"
"Purchase order line price history","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase order line price history discount","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase order line stock available","AvanzOSC,Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Product Recommendation","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.0"
"Purchase Order Product Recommendation Brand Filter","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase recommendations according to sales classification","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Product Recommendation Forecast","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Product Recommendation Secondary Unit","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Product Recommendation XLSX","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Qty change no recompute","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Secondary Unit","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.2"
"Purchase Order Supplierinfo Update","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Order Type","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Order Type Dashboard","Solvos, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Univoiced Amount","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.2.1.2"
"Purchase Partner Selectable Option","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.0"
"Matriz de Compra","Odoo S.A.",,"13.0.1.0"
"Purchase Product Usage","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.1"
"Purchase Propagate Quantity","Numerigraphe, Eficient, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.1"
"Purchase Reception Notify","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.2"
"Purchase Reception Status","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Representative","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Request","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.4.2.1"
"Purchase Request Analytic","Eficent, Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.0"
"Purchase Request Department","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Request Order Approved","Eficent, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Request Tier Validation","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.0"
"Acuerdos de compra","Odoo S.A.",,"13.0.0.1"
"Purchase Requisition Grouped by Procurement","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Requisition Order Remaining Qty","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Agreements Tier Validation","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Inter Company Module for Purchase to Sale Order","Odoo SA, Akretion, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.5"
"Purchase Order security","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.0"
"Purchase Stock Picking Invoice Link","Tecnativa, Odoo Community Association (OCA)","http://github.com/OCA/stock-logistics-workflow","13.0.1.0.0"
"Purchase Stock Picking Return Invoicing","ForgeFlow, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/account-invoicing","13.0.1.2.1"
"Purchase Stock Picking Show Currency Rate","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase stock price unit sync","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Stock Return Request","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Stock Secondary Unit","Jarsa, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.1"
"Purchase Sub State","Akretion,Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Suggest","Akretion,ADHOC SA","http://www.akretion.com","13.0.1.1.0"
"Purchase Supplier Rank","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Purchase Tier Validation","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Tier Validation - Forward Option","Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase Order Triple Discount","Tecnativa,GRAP,Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.0"
"Purchase - Product variants","AvanzOSC, Tecnativa, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.0.0"
"Purchase Variant Configurator On Confirm","AvanzOSC, Tecnativa, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/product-variant","13.0.1.0.0"
"Purchase Warn Message","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.0.3"
"Purchase Work Acceptance","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/purchase-workflow","13.0.1.1.2"
"Job Queue","Camptocamp,ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.3.10.1"
"Scheduled Actions as Queue Jobs","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.2.1.1"
"Queue Job Subscribe","Acsone SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.1.0.0"
"Valoración del cliente","Odoo S.A.",,"13.0.1.0"
"Report to printer on remotes","Creu Blanca, Odoo Community Association (OCA)","http://www.github.com/OCA/report-print-send","13.0.1.0.0"
"Remove Odoo Enterprise","Eska, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/server-brand/","13.0.1.0.2"
"Aeroo Reports","Alistek","http://www.alistek.com","13.0.1.0.0"
"Aeroo Reports - Sample","Alistek","http://www.alistek.com","13.0.1.0.0"
"Report Async","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.0"
"Batch Report Printing","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.1"
"Report Context","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.0"
"Base report csv","Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.2"
"Report layout configuration","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.1"
"Report Pdf Preview","山西清水欧度信息技术有限公司, ADHOC SA","http://www.odooqs.com","13.0.1.0.0"
"Py3o Report Engine","XCG Consulting,ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.5"
"Py3o Report Engine - Fusion server support","XCG Consulting,ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.0"
"Web QR Manager","Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.1"
"Report Qweb Element Page Visibility","Agile Business Group, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.1"
"Report QWeb Parameter","Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.2"
"Report Qweb PDF Fixed Column","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.0"
"Pdf watermark","Therp BV, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.2"
"Qweb PDF reports signer","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.2.1.0"
"Report Wkhtmltopdf Param","Avoin.Systems, Eficent, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.0"
"Base report xlsx","ACSONE SA/NV,Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.6"
"Report xlsx helpers","Noviat, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.1.3"
"XML Reports","Tecnativa, Odoo Community Association (OCA), Avoin.Systems","https://github.com/OCA/reporting-engine","13.0.1.1.0"
"Company Code","GRAP, Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.0"
"Skype field for partners","IT-Projects LLC, Ivan Yelizariev","https://twitter.com/yelizariev","13.0.1.0.1"
"Signature templates for user emails","IT-Projects LLC, Ivan Yelizariev","https://twitter.com/OdooFree","13.0.1.0.0"
"Recurso","Odoo S.A.",,"13.0.1.1"
"Resource Hook","Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"REST Log","Camptocamp, ACSONE, Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.1.3.0"
"Return Merchandise Authorization Management","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/rma","13.0.2.5.0"
"Return Merchandise Authorization Management - Link with deliveries","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/rma","13.0.1.0.0"
"Return Merchandise Authorization Management - Link with Sales","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/rma","13.0.2.1.1"
"Return Merchandise Authorization Management - Link with MRP Kits","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/rma","13.0.2.0.1"
"Ventas","Odoo S.A.",,"13.0.1.1"
"Sale Advance Payment","Comunitea, Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.0.0"
"Sale Automatic Workflow","Akretion, Camptocamp, Sodexis, Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.2.1.1"
"Sale Automatic Workflow Delivery State","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.0.1"
